Case,ActivityCode,Start,End
156,A_6,2023-05-12 18:07:56,2023-05-12 18:44:56
156,A_3,2023-05-12 18:22:56,2023-05-12 18:38:56
156,A_9,2023-05-12 18:37:56,2023-05-12 18:57:56
156,A_9,2023-05-12 18:52:56,2023-05-12 19:41:56
59,A_6,2023-05-13 02:39:50,2023-05-13 03:32:50
59,A_7,2023-05-13 02:54:50,2023-05-13 03:51:50
59,A_2,2023-05-13 03:09:50,2023-05-13 03:33:50
59,A_4,2023-05-13 03:24:50,2023-05-13 03:39:50
59,A_9,2023-05-13 03:39:50,2023-05-13 03:56:50
59,A_9,2023-05-13 03:54:50,2023-05-13 04:34:50
59,A_9,2023-05-13 04:09:50,2023-05-13 04:41:50
59,A_8,2023-05-13 04:24:50,2023-05-13 05:21:50
59,A_5,2023-05-13 04:39:50,2023-05-13 05:22:50
59,A_4,2023-05-13 04:54:50,2023-05-13 05:26:50
59,A_7,2023-05-13 05:09:50,2023-05-13 05:58:50
59,A_5,2023-05-13 05:24:50,2023-05-13 06:00:50
59,A_3,2023-05-13 05:39:50,2023-05-13 05:55:50
59,A_5,2023-05-13 05:54:50,2023-05-13 06:36:50
59,A_4,2023-05-13 06:09:50,2023-05-13 06:53:50
59,A_1,2023-05-13 06:24:50,2023-05-13 06:34:50
59,A_8,2023-05-13 06:39:50,2023-05-13 07:39:50
59,A_9,2023-05-13 06:54:50,2023-05-13 07:23:50
59,A_1,2023-05-13 07:09:50,2023-05-13 07:32:50
197,A_2,2023-05-13 07:50:46,2023-05-13 08:04:46
197,A_2,2023-05-13 08:05:46,2023-05-13 08:19:46
197,A_6,2023-05-13 08:20:46,2023-05-13 08:45:46
197,A_3,2023-05-13 08:35:46,2023-05-13 09:08:46
197,A_2,2023-05-13 08:50:46,2023-05-13 09:04:46
86,A_2,2023-05-14 08:32:46,2023-05-14 08:57:46
86,A_9,2023-05-14 08:47:46,2023-05-14 09:13:46
86,A_1,2023-05-14 09:02:46,2023-05-14 09:35:46
86,A_4,2023-05-14 09:17:46,2023-05-14 09:49:46
86,A_3,2023-05-14 09:32:46,2023-05-14 09:42:46
86,A_10,2023-05-14 09:47:46,2023-05-14 10:02:46
86,A_6,2023-05-14 10:02:46,2023-05-14 10:53:46
86,A_9,2023-05-14 10:17:46,2023-05-14 11:12:46
86,A_10,2023-05-14 10:32:46,2023-05-14 11:25:46
24,A_9,2023-05-17 06:31:53,2023-05-17 07:01:53
24,A_5,2023-05-17 06:46:53,2023-05-17 07:44:53
24,A_1,2023-05-17 07:01:53,2023-05-17 07:58:53
24,A_6,2023-05-17 07:16:53,2023-05-17 07:37:53
24,A_10,2023-05-17 07:31:53,2023-05-17 08:20:53
24,A_10,2023-05-17 07:46:53,2023-05-17 08:46:53
24,A_5,2023-05-17 08:01:53,2023-05-17 08:25:53
24,A_3,2023-05-17 08:16:53,2023-05-17 08:35:53
24,A_1,2023-05-17 08:31:53,2023-05-17 09:19:53
24,A_10,2023-05-17 08:46:53,2023-05-17 08:57:53
24,A_2,2023-05-17 09:01:53,2023-05-17 09:45:53
24,A_9,2023-05-17 09:16:53,2023-05-17 09:41:53
24,A_4,2023-05-17 09:31:53,2023-05-17 10:06:53
24,A_1,2023-05-17 09:46:53,2023-05-17 10:44:53
24,A_7,2023-05-17 10:01:53,2023-05-17 10:27:53
24,A_7,2023-05-17 10:16:53,2023-05-17 10:33:53
34,A_7,2023-05-18 05:18:20,2023-05-18 05:59:20
34,A_6,2023-05-18 05:33:20,2023-05-18 05:43:20
34,A_3,2023-05-18 05:48:20,2023-05-18 06:01:20
34,A_3,2023-05-18 06:03:20,2023-05-18 06:41:20
34,A_3,2023-05-18 06:18:20,2023-05-18 06:32:20
34,A_6,2023-05-18 06:33:20,2023-05-18 06:47:20
34,A_7,2023-05-18 06:48:20,2023-05-18 07:34:20
151,A_8,2023-05-18 16:39:57,2023-05-18 17:05:57
151,A_3,2023-05-18 16:54:57,2023-05-18 17:07:57
151,A_2,2023-05-18 17:09:57,2023-05-18 18:06:57
151,A_7,2023-05-18 17:24:57,2023-05-18 17:56:57
151,A_1,2023-05-18 17:39:57,2023-05-18 17:53:57
79,A_6,2023-05-20 04:35:18,2023-05-20 04:47:18
79,A_2,2023-05-20 04:50:18,2023-05-20 05:14:18
79,A_7,2023-05-20 05:05:18,2023-05-20 05:56:18
79,A_8,2023-05-20 05:20:18,2023-05-20 05:39:18
79,A_1,2023-05-20 05:35:18,2023-05-20 06:07:18
79,A_6,2023-05-20 05:50:18,2023-05-20 06:33:18
79,A_10,2023-05-20 06:05:18,2023-05-20 06:34:18
79,A_9,2023-05-20 06:20:18,2023-05-20 06:50:18
79,A_3,2023-05-20 06:35:18,2023-05-20 07:19:18
79,A_2,2023-05-20 06:50:18,2023-05-20 07:27:18
79,A_5,2023-05-20 07:05:18,2023-05-20 08:01:18
79,A_6,2023-05-20 07:20:18,2023-05-20 07:56:18
79,A_2,2023-05-20 07:35:18,2023-05-20 08:11:18
15,A_1,2023-05-24 00:38:30,2023-05-24 00:57:30
15,A_7,2023-05-24 00:53:30,2023-05-24 01:34:30
15,A_2,2023-05-24 01:08:30,2023-05-24 01:30:30
15,A_6,2023-05-24 01:23:30,2023-05-24 02:11:30
15,A_9,2023-05-24 01:38:30,2023-05-24 02:32:30
15,A_6,2023-05-24 01:53:30,2023-05-24 02:07:30
15,A_4,2023-05-24 02:08:30,2023-05-24 02:38:30
15,A_7,2023-05-24 02:23:30,2023-05-24 02:52:30
15,A_3,2023-05-24 02:38:30,2023-05-24 02:57:30
15,A_6,2023-05-24 02:53:30,2023-05-24 03:41:30
15,A_6,2023-05-24 03:08:30,2023-05-24 03:41:30
15,A_3,2023-05-24 03:23:30,2023-05-24 04:15:30
15,A_1,2023-05-24 03:38:30,2023-05-24 04:19:30
15,A_8,2023-05-24 03:53:30,2023-05-24 04:46:30
175,A_8,2023-05-30 07:33:21,2023-05-30 07:47:21
175,A_6,2023-05-30 07:48:21,2023-05-30 08:13:21
175,A_6,2023-05-30 08:03:21,2023-05-30 09:00:21
175,A_5,2023-05-30 08:18:21,2023-05-30 08:28:21
175,A_7,2023-05-30 08:33:21,2023-05-30 08:43:21
175,A_10,2023-05-30 08:48:21,2023-05-30 09:30:21
175,A_2,2023-05-30 09:03:21,2023-05-30 09:15:21
175,A_6,2023-05-30 09:18:21,2023-05-30 09:35:21
175,A_4,2023-05-30 09:33:21,2023-05-30 10:11:21
175,A_9,2023-05-30 09:48:21,2023-05-30 10:06:21
175,A_2,2023-05-30 10:03:21,2023-05-30 11:03:21
175,A_10,2023-05-30 10:18:21,2023-05-30 10:50:21
175,A_9,2023-05-30 10:33:21,2023-05-30 11:26:21
175,A_10,2023-05-30 10:48:21,2023-05-30 11:36:21
80,A_9,2023-06-04 10:20:06,2023-06-04 10:54:06
80,A_7,2023-06-04 10:35:06,2023-06-04 10:57:06
80,A_6,2023-06-04 10:50:06,2023-06-04 11:17:06
80,A_2,2023-06-04 11:05:06,2023-06-04 11:36:06
80,A_2,2023-06-04 11:20:06,2023-06-04 12:11:06
80,A_1,2023-06-04 11:35:06,2023-06-04 12:23:06
80,A_9,2023-06-04 11:50:06,2023-06-04 12:41:06
80,A_1,2023-06-04 12:05:06,2023-06-04 12:48:06
80,A_1,2023-06-04 12:20:06,2023-06-04 12:38:06
80,A_6,2023-06-04 12:35:06,2023-06-04 13:31:06
80,A_1,2023-06-04 12:50:06,2023-06-04 13:46:06
80,A_3,2023-06-04 13:05:06,2023-06-04 13:19:06
80,A_10,2023-06-04 13:20:06,2023-06-04 13:43:06
80,A_2,2023-06-04 13:35:06,2023-06-04 14:08:06
80,A_9,2023-06-04 13:50:06,2023-06-04 14:06:06
51,A_5,2023-06-05 05:52:09,2023-06-05 06:28:09
51,A_8,2023-06-05 06:07:09,2023-06-05 06:33:09
51,A_5,2023-06-05 06:22:09,2023-06-05 07:18:09
51,A_3,2023-06-05 06:37:09,2023-06-05 07:24:09
51,A_8,2023-06-05 06:52:09,2023-06-05 07:33:09
51,A_10,2023-06-05 07:07:09,2023-06-05 07:55:09
51,A_9,2023-06-05 07:22:09,2023-06-05 08:07:09
69,A_6,2023-06-06 18:21:20,2023-06-06 18:34:20
69,A_7,2023-06-06 18:36:20,2023-06-06 19:11:20
69,A_8,2023-06-06 18:51:20,2023-06-06 19:40:20
171,A_10,2023-06-06 19:06:03,2023-06-06 20:06:03
69,A_7,2023-06-06 19:06:20,2023-06-06 19:34:20
171,A_10,2023-06-06 19:21:03,2023-06-06 20:17:03
69,A_2,2023-06-06 19:21:20,2023-06-06 19:34:20
171,A_10,2023-06-06 19:36:03,2023-06-06 19:47:03
69,A_2,2023-06-06 19:36:20,2023-06-06 20:35:20
171,A_2,2023-06-06 19:51:03,2023-06-06 20:49:03
69,A_3,2023-06-06 19:51:20,2023-06-06 20:46:20
171,A_6,2023-06-06 20:06:03,2023-06-06 20:39:03
69,A_1,2023-06-06 20:06:20,2023-06-06 20:29:20
171,A_6,2023-06-06 20:21:03,2023-06-06 21:03:03
69,A_8,2023-06-06 20:21:20,2023-06-06 21:07:20
171,A_3,2023-06-06 20:36:03,2023-06-06 20:51:03
69,A_6,2023-06-06 20:36:20,2023-06-06 21:15:20
171,A_6,2023-06-06 20:51:03,2023-06-06 21:30:03
69,A_3,2023-06-06 20:51:20,2023-06-06 21:38:20
171,A_8,2023-06-06 21:06:03,2023-06-06 21:31:03
69,A_8,2023-06-06 21:06:20,2023-06-06 21:26:20
171,A_8,2023-06-06 21:21:03,2023-06-06 21:48:03
69,A_5,2023-06-06 21:21:20,2023-06-06 21:51:20
171,A_6,2023-06-06 21:36:03,2023-06-06 21:56:03
70,A_5,2023-06-08 08:14:08,2023-06-08 08:37:08
70,A_8,2023-06-08 08:29:08,2023-06-08 09:28:08
70,A_6,2023-06-08 08:44:08,2023-06-08 09:11:08
70,A_2,2023-06-08 08:59:08,2023-06-08 09:20:08
70,A_2,2023-06-08 09:14:08,2023-06-08 09:56:08
70,A_1,2023-06-08 09:29:08,2023-06-08 10:20:08
70,A_8,2023-06-08 09:44:08,2023-06-08 10:29:08
70,A_9,2023-06-08 09:59:08,2023-06-08 10:33:08
70,A_3,2023-06-08 10:14:08,2023-06-08 10:50:08
70,A_7,2023-06-08 10:29:08,2023-06-08 10:40:08
70,A_5,2023-06-08 10:44:08,2023-06-08 11:42:08
70,A_10,2023-06-08 10:59:08,2023-06-08 11:21:08
70,A_1,2023-06-08 11:14:08,2023-06-08 11:32:08
70,A_6,2023-06-08 11:29:08,2023-06-08 12:24:08
70,A_3,2023-06-08 11:44:08,2023-06-08 12:29:08
70,A_5,2023-06-08 11:59:08,2023-06-08 12:59:08
70,A_10,2023-06-08 12:14:08,2023-06-08 13:09:08
70,A_2,2023-06-08 12:29:08,2023-06-08 12:50:08
196,A_9,2023-06-08 20:39:42,2023-06-08 20:56:42
196,A_3,2023-06-08 20:54:42,2023-06-08 21:45:42
196,A_5,2023-06-08 21:09:42,2023-06-08 21:38:42
196,A_4,2023-06-08 21:24:42,2023-06-08 22:15:42
196,A_6,2023-06-08 21:39:42,2023-06-08 22:04:42
196,A_6,2023-06-08 21:54:42,2023-06-08 22:12:42
196,A_5,2023-06-08 22:09:42,2023-06-08 22:55:42
36,A_8,2023-06-09 06:35:45,2023-06-09 07:34:45
36,A_8,2023-06-09 06:50:45,2023-06-09 07:12:45
36,A_4,2023-06-09 07:05:45,2023-06-09 07:52:45
36,A_5,2023-06-09 07:20:45,2023-06-09 08:04:45
36,A_4,2023-06-09 07:35:45,2023-06-09 07:52:45
36,A_9,2023-06-09 07:50:45,2023-06-09 08:12:45
36,A_8,2023-06-09 08:05:45,2023-06-09 09:05:45
36,A_10,2023-06-09 08:20:45,2023-06-09 08:59:45
36,A_5,2023-06-09 08:35:45,2023-06-09 08:52:45
36,A_9,2023-06-09 08:50:45,2023-06-09 09:11:45
36,A_9,2023-06-09 09:05:45,2023-06-09 09:45:45
36,A_8,2023-06-09 09:20:45,2023-06-09 09:49:45
36,A_4,2023-06-09 09:35:45,2023-06-09 09:56:45
36,A_3,2023-06-09 09:50:45,2023-06-09 10:29:45
9,A_10,2023-06-13 20:50:37,2023-06-13 21:43:37
9,A_10,2023-06-13 21:05:37,2023-06-13 22:03:37
9,A_8,2023-06-13 21:20:37,2023-06-13 21:56:37
9,A_8,2023-06-13 21:35:37,2023-06-13 21:59:37
9,A_1,2023-06-13 21:50:37,2023-06-13 22:29:37
9,A_1,2023-06-13 22:05:37,2023-06-13 22:51:37
9,A_2,2023-06-13 22:20:37,2023-06-13 22:39:37
9,A_2,2023-06-13 22:35:37,2023-06-13 22:50:37
9,A_1,2023-06-13 22:50:37,2023-06-13 23:21:37
9,A_6,2023-06-13 23:05:37,2023-06-13 23:50:37
9,A_6,2023-06-13 23:20:37,2023-06-14 00:02:37
9,A_1,2023-06-13 23:35:37,2023-06-14 00:27:37
9,A_2,2023-06-13 23:50:37,2023-06-14 00:41:37
9,A_9,2023-06-14 00:05:37,2023-06-14 00:29:37
64,A_1,2023-06-20 00:25:59,2023-06-20 01:05:59
64,A_9,2023-06-20 00:40:59,2023-06-20 00:57:59
64,A_7,2023-06-20 00:55:59,2023-06-20 01:09:59
64,A_8,2023-06-20 01:10:59,2023-06-20 01:34:59
64,A_1,2023-06-20 01:25:59,2023-06-20 02:09:59
64,A_1,2023-06-20 01:40:59,2023-06-20 02:04:59
64,A_3,2023-06-20 01:55:59,2023-06-20 02:42:59
64,A_5,2023-06-20 02:10:59,2023-06-20 02:22:59
64,A_4,2023-06-20 02:25:59,2023-06-20 03:07:59
64,A_5,2023-06-20 02:40:59,2023-06-20 02:51:59
160,A_8,2023-06-22 14:48:18,2023-06-22 15:39:18
160,A_9,2023-06-22 15:03:18,2023-06-22 15:42:18
160,A_1,2023-06-22 15:18:18,2023-06-22 16:03:18
160,A_7,2023-06-22 15:33:18,2023-06-22 15:45:18
160,A_5,2023-06-22 15:48:18,2023-06-22 16:30:18
160,A_6,2023-06-22 16:03:18,2023-06-22 16:46:18
160,A_6,2023-06-22 16:18:18,2023-06-22 17:02:18
160,A_7,2023-06-22 16:33:18,2023-06-22 16:45:18
160,A_2,2023-06-22 16:48:18,2023-06-22 17:43:18
192,A_8,2023-06-23 10:37:57,2023-06-23 11:12:57
192,A_1,2023-06-23 10:52:57,2023-06-23 11:36:57
192,A_3,2023-06-23 11:07:57,2023-06-23 11:34:57
192,A_6,2023-06-23 11:22:57,2023-06-23 11:44:57
192,A_8,2023-06-23 11:37:57,2023-06-23 12:13:57
192,A_3,2023-06-23 11:52:57,2023-06-23 12:22:57
192,A_5,2023-06-23 12:07:57,2023-06-23 12:22:57
192,A_7,2023-06-23 12:22:57,2023-06-23 12:46:57
192,A_4,2023-06-23 12:37:57,2023-06-23 12:50:57
192,A_8,2023-06-23 12:52:57,2023-06-23 13:14:57
192,A_4,2023-06-23 13:07:57,2023-06-23 13:49:57
192,A_5,2023-06-23 13:22:57,2023-06-23 13:51:57
192,A_8,2023-06-23 13:37:57,2023-06-23 14:02:57
192,A_1,2023-06-23 13:52:57,2023-06-23 14:35:57
114,A_8,2023-06-27 09:39:08,2023-06-27 10:31:08
114,A_2,2023-06-27 09:54:08,2023-06-27 10:31:08
114,A_6,2023-06-27 10:09:08,2023-06-27 10:36:08
114,A_1,2023-06-27 10:24:08,2023-06-27 10:44:08
114,A_10,2023-06-27 10:39:08,2023-06-27 11:08:08
114,A_1,2023-06-27 10:54:08,2023-06-27 11:52:08
114,A_10,2023-06-27 11:09:08,2023-06-27 11:34:08
114,A_6,2023-06-27 11:24:08,2023-06-27 11:53:08
114,A_9,2023-06-27 11:39:08,2023-06-27 12:22:08
114,A_4,2023-06-27 11:54:08,2023-06-27 12:14:08
152,A_9,2023-07-04 21:43:38,2023-07-04 22:35:38
152,A_5,2023-07-04 21:58:38,2023-07-04 22:57:38
152,A_4,2023-07-04 22:13:38,2023-07-04 22:41:38
152,A_6,2023-07-04 22:28:38,2023-07-04 22:56:38
152,A_2,2023-07-04 22:43:38,2023-07-04 23:13:38
152,A_2,2023-07-04 22:58:38,2023-07-04 23:23:38
152,A_6,2023-07-04 23:13:38,2023-07-04 23:34:38
152,A_6,2023-07-04 23:28:38,2023-07-04 23:59:38
152,A_9,2023-07-04 23:43:38,2023-07-05 00:14:38
152,A_2,2023-07-04 23:58:38,2023-07-05 00:58:38
152,A_6,2023-07-05 00:13:38,2023-07-05 00:36:38
152,A_1,2023-07-05 00:28:38,2023-07-05 00:49:38
152,A_9,2023-07-05 00:43:38,2023-07-05 01:23:38
39,A_1,2023-07-05 03:16:07,2023-07-05 04:13:07
39,A_1,2023-07-05 03:31:07,2023-07-05 04:22:07
39,A_6,2023-07-05 03:46:07,2023-07-05 04:23:07
39,A_5,2023-07-05 04:01:07,2023-07-05 04:23:07
39,A_1,2023-07-05 04:16:07,2023-07-05 05:00:07
39,A_8,2023-07-05 04:31:07,2023-07-05 05:16:07
39,A_1,2023-07-05 04:46:07,2023-07-05 05:00:07
39,A_4,2023-07-05 05:01:07,2023-07-05 05:26:07
39,A_3,2023-07-05 05:16:07,2023-07-05 06:02:07
39,A_7,2023-07-05 05:31:07,2023-07-05 05:41:07
39,A_9,2023-07-05 05:46:07,2023-07-05 06:25:07
39,A_1,2023-07-05 06:01:07,2023-07-05 06:47:07
39,A_1,2023-07-05 06:16:07,2023-07-05 07:16:07
149,A_4,2023-07-07 15:41:55,2023-07-07 16:22:55
149,A_8,2023-07-07 15:56:55,2023-07-07 16:37:55
149,A_4,2023-07-07 16:11:55,2023-07-07 16:37:55
149,A_2,2023-07-07 16:26:55,2023-07-07 17:14:55
149,A_9,2023-07-07 16:41:55,2023-07-07 17:28:55
149,A_3,2023-07-07 16:56:55,2023-07-07 17:35:55
149,A_5,2023-07-07 17:11:55,2023-07-07 17:44:55
149,A_6,2023-07-07 17:26:55,2023-07-07 17:48:55
149,A_5,2023-07-07 17:41:55,2023-07-07 18:06:55
149,A_3,2023-07-07 17:56:55,2023-07-07 18:12:55
149,A_1,2023-07-07 18:11:55,2023-07-07 18:50:55
149,A_1,2023-07-07 18:26:55,2023-07-07 19:09:55
149,A_3,2023-07-07 18:41:55,2023-07-07 19:21:55
149,A_5,2023-07-07 18:56:55,2023-07-07 19:15:55
149,A_7,2023-07-07 19:11:55,2023-07-07 19:56:55
149,A_7,2023-07-07 19:26:55,2023-07-07 19:39:55
149,A_3,2023-07-07 19:41:55,2023-07-07 20:14:55
149,A_7,2023-07-07 19:56:55,2023-07-07 20:14:55
73,A_2,2023-07-13 16:36:25,2023-07-13 17:30:25
73,A_10,2023-07-13 16:51:25,2023-07-13 17:14:25
73,A_1,2023-07-13 17:06:25,2023-07-13 17:51:25
73,A_3,2023-07-13 17:21:25,2023-07-13 17:49:25
73,A_3,2023-07-13 17:36:25,2023-07-13 17:51:25
73,A_1,2023-07-13 17:51:25,2023-07-13 18:21:25
73,A_6,2023-07-13 18:06:25,2023-07-13 18:36:25
73,A_5,2023-07-13 18:21:25,2023-07-13 18:37:25
73,A_8,2023-07-13 18:36:25,2023-07-13 19:10:25
73,A_1,2023-07-13 18:51:25,2023-07-13 19:45:25
73,A_10,2023-07-13 19:06:25,2023-07-13 19:26:25
73,A_9,2023-07-13 19:21:25,2023-07-13 20:09:25
180,A_9,2023-07-14 16:32:01,2023-07-14 17:24:01
180,A_10,2023-07-14 16:47:01,2023-07-14 17:08:01
180,A_1,2023-07-14 17:02:01,2023-07-14 18:00:01
180,A_2,2023-07-14 17:17:01,2023-07-14 17:29:01
180,A_8,2023-07-14 17:32:01,2023-07-14 18:04:01
180,A_5,2023-07-14 17:47:01,2023-07-14 18:33:01
180,A_8,2023-07-14 18:02:01,2023-07-14 18:54:01
180,A_2,2023-07-14 18:17:01,2023-07-14 18:47:01
180,A_7,2023-07-14 18:32:01,2023-07-14 18:46:01
180,A_10,2023-07-14 18:47:01,2023-07-14 19:27:01
180,A_3,2023-07-14 19:02:01,2023-07-14 19:42:01
180,A_8,2023-07-14 19:17:01,2023-07-14 20:11:01
180,A_9,2023-07-14 19:32:01,2023-07-14 19:59:01
180,A_8,2023-07-14 19:47:01,2023-07-14 20:28:01
50,A_10,2023-07-14 20:07:18,2023-07-14 20:23:18
50,A_6,2023-07-14 20:22:18,2023-07-14 20:56:18
50,A_5,2023-07-14 20:37:18,2023-07-14 20:57:18
50,A_5,2023-07-14 20:52:18,2023-07-14 21:22:18
50,A_8,2023-07-14 21:07:18,2023-07-14 21:44:18
50,A_1,2023-07-14 21:22:18,2023-07-14 21:42:18
50,A_4,2023-07-14 21:37:18,2023-07-14 22:06:18
50,A_9,2023-07-14 21:52:18,2023-07-14 22:19:18
50,A_4,2023-07-14 22:07:18,2023-07-14 22:57:18
50,A_6,2023-07-14 22:22:18,2023-07-14 22:46:18
50,A_2,2023-07-14 22:37:18,2023-07-14 23:01:18
61,A_4,2023-07-16 16:20:22,2023-07-16 16:41:22
61,A_5,2023-07-16 16:35:22,2023-07-16 17:12:22
61,A_10,2023-07-16 16:50:22,2023-07-16 17:14:22
61,A_7,2023-07-16 17:05:22,2023-07-16 17:35:22
61,A_6,2023-07-16 17:20:22,2023-07-16 18:04:22
61,A_5,2023-07-16 17:35:22,2023-07-16 18:18:22
61,A_6,2023-07-16 17:50:22,2023-07-16 18:32:22
61,A_6,2023-07-16 18:05:22,2023-07-16 18:36:22
61,A_1,2023-07-16 18:20:22,2023-07-16 18:35:22
61,A_5,2023-07-16 18:35:22,2023-07-16 19:22:22
61,A_8,2023-07-16 18:50:22,2023-07-16 19:08:22
191,A_2,2023-07-18 07:22:01,2023-07-18 08:18:01
191,A_7,2023-07-18 07:37:01,2023-07-18 07:53:01
191,A_7,2023-07-18 07:52:01,2023-07-18 08:26:01
191,A_7,2023-07-18 08:07:01,2023-07-18 08:48:01
191,A_5,2023-07-18 08:22:01,2023-07-18 08:49:01
191,A_1,2023-07-18 08:37:01,2023-07-18 09:04:01
191,A_7,2023-07-18 08:52:01,2023-07-18 09:35:01
191,A_4,2023-07-18 09:07:01,2023-07-18 09:18:01
191,A_10,2023-07-18 09:22:01,2023-07-18 09:37:01
191,A_5,2023-07-18 09:37:01,2023-07-18 10:28:01
191,A_9,2023-07-18 09:52:01,2023-07-18 10:49:01
191,A_6,2023-07-18 10:07:01,2023-07-18 10:52:01
191,A_6,2023-07-18 10:22:01,2023-07-18 10:46:01
117,A_9,2023-07-19 08:42:41,2023-07-19 09:24:41
117,A_5,2023-07-19 08:57:41,2023-07-19 09:43:41
117,A_8,2023-07-19 09:12:41,2023-07-19 09:40:41
117,A_2,2023-07-19 09:27:41,2023-07-19 10:02:41
117,A_3,2023-07-19 09:42:41,2023-07-19 10:17:41
117,A_10,2023-07-19 09:57:41,2023-07-19 10:41:41
117,A_1,2023-07-19 10:12:41,2023-07-19 11:08:41
117,A_8,2023-07-19 10:27:41,2023-07-19 11:00:41
117,A_7,2023-07-19 10:42:41,2023-07-19 11:09:41
117,A_6,2023-07-19 10:57:41,2023-07-19 11:45:41
117,A_2,2023-07-19 11:12:41,2023-07-19 11:39:41
117,A_4,2023-07-19 11:27:41,2023-07-19 11:47:41
117,A_1,2023-07-19 11:42:41,2023-07-19 11:57:41
117,A_5,2023-07-19 11:57:41,2023-07-19 12:51:41
174,A_1,2023-07-20 02:34:28,2023-07-20 03:07:28
174,A_1,2023-07-20 02:49:28,2023-07-20 03:07:28
174,A_7,2023-07-20 03:04:28,2023-07-20 03:28:28
174,A_1,2023-07-20 03:19:28,2023-07-20 03:56:28
174,A_2,2023-07-20 03:34:28,2023-07-20 03:50:28
174,A_1,2023-07-20 03:49:28,2023-07-20 04:45:28
174,A_4,2023-07-20 04:04:28,2023-07-20 04:26:28
174,A_9,2023-07-20 04:19:28,2023-07-20 04:59:28
174,A_9,2023-07-20 04:34:28,2023-07-20 04:53:28
174,A_4,2023-07-20 04:49:28,2023-07-20 05:34:28
174,A_8,2023-07-20 05:04:28,2023-07-20 06:01:28
174,A_6,2023-07-20 05:19:28,2023-07-20 05:50:28
174,A_8,2023-07-20 05:34:28,2023-07-20 06:26:28
174,A_9,2023-07-20 05:49:28,2023-07-20 06:41:28
174,A_4,2023-07-20 06:04:28,2023-07-20 06:43:28
174,A_1,2023-07-20 06:19:28,2023-07-20 06:32:28
174,A_2,2023-07-20 06:34:28,2023-07-20 07:32:28
37,A_10,2023-07-20 13:46:42,2023-07-20 14:18:42
37,A_10,2023-07-20 14:01:42,2023-07-20 14:27:42
37,A_6,2023-07-20 14:16:42,2023-07-20 14:53:42
37,A_6,2023-07-20 14:31:42,2023-07-20 14:46:42
37,A_3,2023-07-20 14:46:42,2023-07-20 15:46:42
37,A_2,2023-07-20 15:01:42,2023-07-20 15:57:42
37,A_7,2023-07-20 15:16:42,2023-07-20 16:11:42
37,A_7,2023-07-20 15:31:42,2023-07-20 16:06:42
37,A_9,2023-07-20 15:46:42,2023-07-20 16:24:42
37,A_3,2023-07-20 16:01:42,2023-07-20 16:23:42
37,A_2,2023-07-20 16:16:42,2023-07-20 16:41:42
37,A_9,2023-07-20 16:31:42,2023-07-20 17:00:42
37,A_5,2023-07-20 16:46:42,2023-07-20 17:19:42
37,A_4,2023-07-20 17:01:42,2023-07-20 17:30:42
37,A_7,2023-07-20 17:16:42,2023-07-20 17:47:42
37,A_6,2023-07-20 17:31:42,2023-07-20 18:01:42
37,A_8,2023-07-20 17:46:42,2023-07-20 18:06:42
28,A_10,2023-07-21 23:54:49,2023-07-22 00:52:49
28,A_3,2023-07-22 00:09:49,2023-07-22 00:21:49
28,A_1,2023-07-22 00:24:49,2023-07-22 00:48:49
28,A_9,2023-07-22 00:39:49,2023-07-22 01:35:49
28,A_3,2023-07-22 00:54:49,2023-07-22 01:54:49
28,A_1,2023-07-22 01:09:49,2023-07-22 01:49:49
94,A_2,2023-07-24 18:37:25,2023-07-24 19:18:25
94,A_5,2023-07-24 18:52:25,2023-07-24 19:36:25
94,A_10,2023-07-24 19:07:25,2023-07-24 19:59:25
94,A_9,2023-07-24 19:22:25,2023-07-24 19:34:25
94,A_9,2023-07-24 19:37:25,2023-07-24 20:10:25
94,A_2,2023-07-24 19:52:25,2023-07-24 20:25:25
94,A_10,2023-07-24 20:07:25,2023-07-24 20:20:25
94,A_7,2023-07-24 20:22:25,2023-07-24 20:36:25
94,A_2,2023-07-24 20:37:25,2023-07-24 21:04:25
94,A_10,2023-07-24 20:52:25,2023-07-24 21:22:25
94,A_5,2023-07-24 21:07:25,2023-07-24 22:03:25
94,A_4,2023-07-24 21:22:25,2023-07-24 21:36:25
94,A_7,2023-07-24 21:37:25,2023-07-24 22:19:25
94,A_2,2023-07-24 21:52:25,2023-07-24 22:10:25
172,A_3,2023-08-01 21:29:33,2023-08-01 21:55:33
172,A_10,2023-08-01 21:44:33,2023-08-01 22:17:33
172,A_9,2023-08-01 21:59:33,2023-08-01 22:21:33
172,A_5,2023-08-01 22:14:33,2023-08-01 23:11:33
172,A_7,2023-08-01 22:29:33,2023-08-01 22:51:33
172,A_7,2023-08-01 22:44:33,2023-08-01 23:00:33
172,A_2,2023-08-01 22:59:33,2023-08-01 23:36:33
172,A_4,2023-08-01 23:14:33,2023-08-02 00:09:33
172,A_6,2023-08-01 23:29:33,2023-08-01 23:58:33
172,A_4,2023-08-01 23:44:33,2023-08-02 00:22:33
172,A_2,2023-08-01 23:59:33,2023-08-02 00:19:33
172,A_9,2023-08-02 00:14:33,2023-08-02 00:46:33
172,A_4,2023-08-02 00:29:33,2023-08-02 00:45:33
172,A_2,2023-08-02 00:44:33,2023-08-02 01:15:33
172,A_1,2023-08-02 00:59:33,2023-08-02 01:47:33
172,A_2,2023-08-02 01:14:33,2023-08-02 01:56:33
